ibgeID,city,totalCases,deaths
2608107,João Alfredo/PE,5,0
3136207,João Monlevade/MG,3,0
3203130,João Neiva/ES,2,0
2507507,João Pessoa/PB,230,25
2307304,Juazeiro do Norte/CE,7,0
2918407,Juazeiro/BA,7,1
2608255,Jucati/PE,1,0
2307403,Jucás/CE,0,0
3136702,Juiz de Fora/MG,102,2
2105658,Junco do Maranhão/MA,1,0
2507804,Junco do Seridó/PB,3,1
3525904,Jundiaí/SP,67,8
3526001,Junqueirópolis/SP,1,0
2608305,Jupi/PE,1,0
3526209,Juquitiba/SP,1,1
1503903,Juruti/PA,4,1
1302207,Juruá/AM,1,0
4113007,Jussara/PR,1,1
1302306,Jutaí/AM,1,0
5005202,Ladário/MS,1,0
2803500,Lagarto/SE,2,0
4209300,Lages/SC,13,0
3137403,Lagoa Dourada/MG,1,0
3137601,Lagoa Santa/MG,3,0
3137205,Lagoa da Prata/MG,14,0
2608503,Lagoa de Itaenga/PE,1,0
2406304,Lagoa de Pedras/RN,1,1
2205565,Lagoa do Barro do Piauí/PI,1,0
2608453,Lagoa do Carro/PE,2,1
2608701,Lagoa dos Gatos/PE,1,1
4209409,Laguna/SC,5,0
4311403,Lajeado/RS,35,0
2406809,Lajes Pintadas/RN,1,0
5105234,Lambari D'Oeste/MT,1,0
4113205,Lapa/PR,3,0
3526407,Laranjal Paulista/SP,5,2
1600279,Laranjal do Jari/AP,12,0
2919207,Lauro de Freitas/BA,37,4
2307502,Lavras da Mangabeira/CE,1,0
3138203,Lavras/MG,7,0
3526704,Leme/SP,4,2
3526803,Lençóis Paulista/SP,3,0
3138401,Leopoldina/MG,1,0
4113403,Leópolis/PR,1,0
3526902,Limeira/SP,10,1
2307601,Limoeiro do Norte/CE,6,2
2608909,Limoeiro/PE,9,3
4209854,Lindóia do Sul/SC,4,0
3203205,Linhares/ES,25,1
3527108,Lins/SP,6,2
4113700,Londrina/PR,91,8
3527207,Lorena/SP,1,0
3527306,Louveira/SP,1,0
5105259,Lucas do Rio Verde/MT,1,1
5212501,Luziânia/GO,9,2
2205706,Luís Correia/PI,2,0
2919553,Luís Eduardo Magalhães/BA,2,0
2407005,Luís Gomes/RN,1,0
1302405,Lábrea/AM,2,0
2609006,Macaparana/PE,3,2
1600303,Macapá/AP,405,12
3528007,Macatuba/SP,1,0
3302403,Macaé/RJ,21,5
2407104,Macaíba/RN,11,0
3528205,Macedônia/SP,0,0
2704302,Maceió/AL,205,14
3139003,Machado/MG,2,0
2609105,Machados/PE,2,1
4210100,Mafra/SC,2,0
3302502,Magé/RJ,38,3
3528403,Mairinque/SP,1,0
3528502,Mairiporã/SP,14,4
1302504,Manacapuru/AM,230,14
1302603,Manaus/AM,1958,172
4114203,Mandaguari/PR,1,0
4114302,Mandirituba/PR,3,0
3302601,Mangaratiba/RJ,5,2
3139409,Manhuaçu/MG,3,0
1302702,Manicoré/AM,1,1
4114500,Manoel Ribas/PR,1,1
1504208,Marabá/PA,9,1
2307650,Maracanaú/CE,78,5
2307700,Maranguape/CE,21,2
1504406,Marapanim/PA,4,0
4311791,Maratá/RS,1,0
4311809,Marau/RS,28,1
1302801,Maraã/AM,7,0
4114609,Marechal Cândido Rondon/PR,2,0
2704708,Marechal Deodoro/AL,6,1
3140001,Mariana/MG,13,1
2704807,Maribondo/AL,1,0
3302700,Maricá/RJ,38,5
4115200,Maringá/PR,50,5
3140209,Maripá de Minas/MG,1,0
1504422,Marituba/PA,19,1
4115309,Mariópolis/PR,2,0
3140308,Marliéria/MG,1,0
4115507,Marumbi/PR,2,0
3529005,Marília/SP,8,1
2308005,Massapê/CE,1,0
4210605,Massaranduba/SC,1,1
3140803,Matias Barbosa/MG,0,0
2106508,Matinha/MA,3,0
4115705,Matinhos/PR,2,0
3141108,Matozinhos/MG,1,0
3529302,Matão/SP,3,0
2308104,Mauriti/CE,2,0
3529401,Mauá/SP,109,4
1302900,Maués/AM,29,2
1600402,Mazagão/AP,3,0
2921104,Medeiros Neto/BA,1,0
4115804,Medianeira/PR,4,0
4210803,Meleiro/SC,1,0
3302809,Mendes/RJ,1,0
3302858,Mesquita/RJ,73,9
2206209,Miguel Alves/PI,2,0
3302908,Miguel Pereira/RJ,5,1
3529708,Miguelópolis/SP,1,0
2106672,Milagres do Maranhão/MA,1,0
2308302,Milagres/CE,1,0
4312252,Minas do Leão/RS,2,0
3529807,Mineiros do Tietê/SP,3,1
2106755,Miranda do Norte/MA,2,0
5005608,Miranda/MS,1,0
3530102,Mirandópolis/SP,1,0
2921450,Mirante/BA,1,0
5105622,Mirassol d'Oeste/MT,5,0
3530300,Mirassol/SP,6,0
2106805,Mirinzal/MA,1,0
3530508,Mococa/SP,2,1
3530706,Mogi Guaçu/SP,9,1
3530805,Mogi Mirim/SP,1,0
3530607,Mogi das Cruzes/SP,127,8
2308500,Mombaça/CE,6,0
3531100,Mongaguá/SP,5,1
1504802,Monte Alegre/PA,1,0
2407807,Monte Alegre/RN,3,0
3531308,Monte Alto/SP,11,1
3142908,Monte Azul/MG,1,0
3143104,Monte Carmelo/MG,5,0
3531803,Monte Mor/SP,1,0
4312401,Montenegro/RS,3,0
3143302,Montes Claros/MG,5,1
5213756,Montividiu/GO,1,0
2609402,Moreno/PE,14,2
2921609,Morpará/BA,1,0
4116208,Morretes/PR,1,0
5213806,Morrinhos/GO,0,0
3531902,Morro Agudo/SP,2,0
4211207,Morro da Fumaça/SC,2,0
2107100,Morros/MA,1,0
3532009,Morungaba/SP,4,0
2408003,Mossoró/RN,106,8
1504901,Muaná/PA,1,0
1400308,Mucajaí/RR,1,0
2921906,Mucugê/BA,1,0
2309102,Mulungu/CE,2,0
5005681,Mundo Novo/MS,2,0
3143807,Munhoz/MG,3,0
3143906,Muriaé/MG,7,0
2705507,Murici/AL,2,0
4312609,Muçum/RS,1,0
3140159,Mário Campos/MG,1,0
1504059,Mãe do Rio/PA,1,0
3144300,Nanuque/MG,2,1
2408102,Natal/RN,304,7
4211306,Navegantes/SC,19,0
5005707,Naviraí/MS,1,0
3144508,Nazareno/MG,1,0
3532405,Nazaré Paulista/SP,1,0
2609501,Nazaré da Mata/PE,2,0
2206720,Nazária/PI,1,0
5214507,Nerópolis/GO,1,0
3532603,Nhandeara/SP,1,0
4312674,Nicolau Vergueiro/RS,1,0
3303203,Nilópolis/RJ,34,0
3303302,Niterói/RJ,239,16
2804508,Nossa Senhora da Glória/SE,2,0
2804805,Nossa Senhora do Socorro/SE,1,0
5006200,Nova Andradina/MS,11,0
4116901,Nova Esperança/PR,5,0
3303401,Nova Friburgo/RJ,32,1
5214861,Nova Glória/GO,1,0
3303500,Nova Iguaçu/RJ,224,18
1504976,Nova Ipixuna/PA,1,0
3144805,Nova Lima/MG,50,0
4117107,Nova Londrina/PR,2,0
5108956,Nova Monte Verde/MT,1,0
5106224,Nova Mutum/MT,1,0
3533403,Nova Odessa/SP,2,1
1303106,Nova Olinda do Norte/AM,1,0
4313102,Nova Palma/RS,1,0
3145208,Nova Serrana/MG,1,1
2922904,Nova Soure/BA,1,0
4211504,Nova Trento/SC,1,0
5215009,Nova Veneza/GO,1,0
4211603,Nova Veneza/SC,2,0
3203908,Nova Venécia/ES,3,0
1303205,Novo Airão/AM,2,1
3145307,Novo Cruzeiro/MG,1,0
4313409,Novo Hamburgo/RS,26,2
2309409,Novo Oriente/CE,2,0
1505031,Novo Progresso/PA,2,0
4312658,Não-Me-Toque/RS,3,0
2408201,Nísia Floresta/RN,1,0
2309458,Ocara/CE,2,0
1505205,Oeiras do Pará/PA,4,0
1600501,Oiapoque/AP,6,0
2609600,Olinda/PE,293,25
3533908,Olímpia/SP,4,0
1505304,Oriximiná/PA,0,0
4211702,Orleans/SC,3,0
3534302,Orlândia/SP,4,0
2609808,Orocó/PE,1,0
2309508,Orós/CE,1,0
3534401,Osasco/SP,353,32
4313508,Osório/RS,2,0
3534708,Ourinhos/SP,10,0
2923308,Ouriçangas/BA,0,0
3146008,Ouro Fino/MG,1,1
1100155,Ouro Preto do Oeste/RO,6,0
1505403,Ourém/PA,2,0
2309607,Pacajus/CE,5,0
1505486,Pacajá/PA,1,0
1400456,Pacaraima/RR,13,0
2309706,Pacatuba/CE,16,0
2804904,Pacatuba/SE,2,0
4117503,Paiçandu/PR,1,0
4211900,Palhoça/SC,19,1
4212007,Palma Sola/SC,1,0
2610004,Palmares/PE,5,3
4117602,Palmas/PR,1,0
1721000,Palmas/TO,25,1
2706307,Palmeira dos Índios/AL,2,0
4117701,Palmeira/PR,2,0
2923506,Palmeiras/BA,1,0
2610202,Panelas/PE,1,0
4212205,Papanduva/SC,2,0
3303609,Paracambi/RJ,8,0
3147006,Paracatu/MG,8,0
2310209,Paracuru/CE,1,0
3147303,Paraisópolis/MG,4,2
2923605,Paramirim/BA,1,0
4118105,Paranacity/PR,5,0
4118204,Paranaguá/PR,12,2
5216304,Paranaiguara/GO,1,0
4118402,Paranavaí/PR,12,2
5006309,Paranaíba/MS,2,0
3303807,Paraty/RJ,4,1
1505536,Parauapebas/PA,31,4
4314001,Paraí/RS,2,0
3303708,Paraíba do Sul/RJ,3,0
5006275,Paraíso das Águas/MS,1,0
1716109,Paraíso do Tocantins/TO,1,1
5216403,Paraúna/GO,1,1
4314035,Pareci Novo/RS,1,0
1303403,Parintins/AM,35,3
3536208,Pariquera-Açu/SP,4,0
2403251,Parnamirim/RN,73,0
2207702,Parnaíba/PI,10,2
3147105,Pará de Minas/MG,5,0
2409100,Passa e Fica/RN,1,0
2610509,Passira/PE,3,0
4314100,Passo Fundo/RS,58,5
3147907,Passos/MG,1,0
4118501,Pato Branco/PR,14,1
3148004,Patos de Minas/MG,14,1
2510808,Patos/PB,8,2
3148103,Patrocínio/MG,9,1
3303856,Paty do Alferes/RJ,2,0
2409407,Pau dos Ferros/RN,2,0
2610608,Paudalho/PE,18,6
2610707,Paulista/PE,184,11
3536570,Paulistânia/SP,1,0
2924009,Paulo Afonso/BA,1,0
4212304,Paulo Lopes/SC,2,0
3536505,Paulínia/SP,9,0
2107506,Paço do Lumiar/MA,57,3
4118808,Peabiru/PR,2,0
3536703,Pederneiras/SP,1,1
3536802,Pedra Bela/SP,1,0
2310506,Pedra Branca/CE,1,1
2610806,Pedra/PE,4,0
4212403,Pedras Grandes/SC,2,1
2108207,Pedreiras/MA,1,0
3204054,Pedro Canário/ES,1,0
2207900,Pedro II/PI,1,1
4314407,Pelotas/RS,12,0
4212502,Penha/SC,4,1
2310704,Pentecoste/CE,1,0
3537305,Penápolis/SP,1,1
3149903,Perdões/MG,1,0
2310803,Pereiro/CE,1,0
3537602,Peruíbe/SP,8,0
4212650,Pescaria Brava/SC,1,0
2610905,Pesqueira/PE,1,0
2611101,Petrolina/PE,12,0
3303906,Petrópolis/RJ,74,8
2208007,Picos/PI,2,1
3150406,Piedade dos Gerais/MG,1,0
3537800,Piedade/SP,2,0
3537909,Pilar do Sul/SP,3,0
2706901,Pilar/AL,3,0
1100189,Pimenta Bueno/RO,1,0
2208106,Pimenteiras/PI,1,0
3538006,Pindamonhangaba/SP,4,1
3538105,Pindorama/SP,2,0
2310852,Pindoretama/CE,2,0
4119152,Pinhais/PR,19,1
4119251,Pinhal de São Bento/PR,1,0
3303955,Pinheiral/RJ,1,0
4119301,Pinhão/PR,2,0
3538600,Piracaia/SP,1,0
3538709,Piracicaba/SP,25,2
2208304,Piracuruca/PI,5,2
3538808,Piraju/SP,2,0
3538907,Pirajuí/SP,1,0
3151107,Pirapetinga/MG,1,0
3151206,Pirapora/MG,2,0
4119509,Piraquara/PR,3,0
4314605,Piratini/RS,1,0
3539400,Piratininga/SP,3,0
3304003,Piraí/RJ,3,0
5217302,Pirenópolis/GO,0,0
5217401,Pires do Rio/GO,3,1
2924702,Piripá/BA,1,0
3151503,Piumhi/MG,2,1
3204203,Piúma/ES,2,0
4119707,Planaltina do Paraná/PR,2,0
5217609,Planaltina/GO,1,1
1200385,Plácido de Castro/AC,21,1
2925204,Pojuca/BA,1,0
2512101,Pombal/PB,2,0
2611309,Pombos/PE,8,1
4213203,Pomerode/SC,1,0
4119905,Ponta Grossa/PR,8,0
5006606,Ponta Porã/MS,1,0
3540200,Pontal/SP,4,0
5106752,Pontes e Lacerda/MT,1,0
3540408,Populina/SP,1,0
3304102,Porciúncula/RJ,1,0
2311108,Porteiras/CE,2,0
1200807,Porto Acre/AC,1,0
4314902,Porto Alegre/RS,401,10
4213500,Porto Belo/SC,5,1
3540606,Porto Feliz/SP,2,0
3540705,Porto Ferreira/SP,2,1
3152303,Porto Firme/MG,1,0
1600535,Porto Grande/AP,1,0
2707503,Porto Real do Colégio/AL,1,0
3304110,Porto Real/RJ,3,0
2925303,Porto Seguro/BA,17,0
1100205,Porto Velho/RO,163,3
2805604,Porto da Folha/SE,1,0
2311231,Potiretama/CE,1,0
3152501,Pouso Alegre/MG,21,2
4213708,Pouso Redondo/SC,1,1
3539806,Poá/SP,30,3
2410108,Poço Branco/RN,1,0
3151800,Poços de Caldas/MG,8,1
2611200,Poção/PE,1,0
2925501,Prado/BA,4,0
3541000,Praia Grande/SP,57,7
3541059,Pratânia/SP,2,0
1303536,Presidente Figueiredo/AM,12,1
2109205,Presidente Juscelino/MA,2,0
3204302,Presidente Kennedy/ES,3,1
3541406,Presidente Prudente/SP,8,2
3541505,Presidente Venceslau/SP,8,3
5107040,Primavera do Leste/MT,4,0
1506104,Primavera/PA,1,0
4120507,Primeiro de Maio/PR,2,1
5218391,Professor Jamil/GO,5,1
3541604,Promissão/SP,3,0
2805703,Propriá/SE,2,0
4120705,Quatiguá/PR,2,1
1506112,Quatipuru/PA,1,0
3304128,Quatis/RJ,2,0
4120804,Quatro Barras/PR,1,0
3541703,Quatá/SP,2,0
2512507,Queimadas/PB,1,0
3304144,Queimados/RJ,32,3
4121000,Querência do Norte/PR,1,0
3542008,Quintana/SP,1,0
2611507,Quipapá/PE,1,0
3304151,Quissamã/RJ,3,0
4121208,Quitandinha/PR,2,0
2311264,Quiterianópolis/CE,1,0
2611533,Quixaba/PE,1,0
2311306,Quixadá/CE,18,0
2311405,Quixeramobim/CE,8,1
2311504,Quixeré/CE,2,0
4121257,Ramilândia/PR,1,0
3542206,Rancharia/SP,1,0
4214300,Rancho Queimado/SC,2,0
2109452,Raposa/MA,8,2
2611606,Recife/PE,1904,124
2311603,Redenção/CE,5,0
1506138,Redenção/PA,1,0
3542602,Registro/SP,4,1
2311702,Reriutaba/CE,1,0
3304201,Resende/RJ,13,3
2512762,Riachão do Poço/PB,1,1
5218607,Rialma/GO,4,0
2208874,Ribeira do Piauí/PI,1,0
2926608,Ribeira do Pombal/BA,1,0
3543303,Ribeirão Pires/SP,35,1
3543402,Ribeirão Preto/SP,86,5
3154606,Ribeirão das Neves/MG,2,0
2611804,Ribeirão/PE,2,0
3543709,Rincão/SP,1,0
3543808,Rinópolis/SP,1,0
3304300,Rio Bonito/RJ,10,3
4122206,Rio Branco do Sul/PR,4,0
1200401,Rio Branco/AC,172,7
5107206,Rio Branco/MT,2,0
3543907,Rio Claro/SP,14,4
2611903,Rio Formoso/PE,3,0
3544103,Rio Grande da Serra/SP,9,0
4315602,Rio Grande/RS,4,0
2707701,Rio Largo/AL,5,0
4215000,Rio Negrinho/SC,1,0
4122305,Rio Negro/PR,2,0
3204401,Rio Novo do Sul/ES,3,0
4315701,Rio Pardo/RS,1,0
1303569,Rio Preto da Eva/AM,2,0
2927002,Rio Real/BA,1,0
4215059,Rio Rufino/SC,1,0
5007406,Rio Verde de Mato Grosso/MS,1,0
5218805,Rio Verde/GO,13,1
3304508,Rio das Flores/RJ,1,0
3304524,Rio das Ostras/RJ,24,5
3304557,Rio de Janeiro/RJ,3656,303
2926905,Rio do Pires/BA,2,0
4214805,Rio do Sul/SC,2,0
4316006,Rolante/RS,1,0
1100288,Rolim de Moura/RO,3,0
4122404,Rolândia/PR,3,0
1506187,Rondon do Pará/PA,1,1
5107602,Rondonópolis/MT,33,1
1400472,Rorainópolis/RR,9,0
4316402,Rosário do Sul/RS,1,0
2109601,Rosário/MA,3,0
2311801,Russas/CE,8,0
3156700,Sabará/MG,10,0
2612208,Salgueiro/PE,8,0
1506203,Salinópolis/PA,2,0
2311959,Salitre/CE,1,1
3545308,Salto de Pirapora/SP,6,0
3545209,Salto/SP,5,0
2927408,Salvador/BA,1039,27
1506302,Salvaterra/PA,2,0
4316600,Sananduva/RS,3,0
4215455,Sangão/SC,2,0
2612406,Sanharó/PE,0,0
4317103,Sant'Ana do Livramento/RS,7,0
3546009,Santa Branca/SP,2,1
3545803,Santa Bárbara d'Oeste/SP,2,1
1506351,Santa Bárbara do Pará/PA,7,0
4215505,Santa Cecília/SC,1,0
2927705,Santa Cruz Cabrália/BA,7,0
4123303,Santa Cruz de Monte Castelo/PR,2,0
1506401,Santa Cruz do Arari/PA,3,0
2612505,Santa Cruz do Capibaribe/PE,2,0
3546405,Santa Cruz do Rio Pardo/SP,6,0
4316808,Santa Cruz do Sul/RS,1,0
2411205,Santa Cruz/RN,3,0
4123402,Santa Fé/PR,7,1
3546702,Santa Gertrudes/SP,1,0
2109908,Santa Inês/MA,2,0
4123709,Santa Isabel do Ivaí/PR,0,0
1303601,Santa Isabel do Rio Negro/AM,1,0
3546801,Santa Isabel/SP,3,1
1506500,Santa Izabel do Pará/PA,12,0
3204500,Santa Leopoldina/ES,1,0
2928059,Santa Luzia/BA,1,0
3157807,Santa Luzia/MG,6,0
3546900,Santa Lúcia/SP,2,0
2928109,Santa Maria da Vitória/BA,1,0
3158003,Santa Maria de Itabira/MG,1,0
3204559,Santa Maria de Jetibá/ES,3,0
1506609,Santa Maria do Pará/PA,1,0
4316907,Santa Maria/RS,18,0
4123956,Santa Mônica/PR,7,1
2312205,Santa Quitéria/CE,4,1
2110203,Santa Rita/MA,6,0
2513703,Santa Rita/PB,25,3
4215604,Santa Rosa de Lima/SC,0,0
4215653,Santa Rosa do Sul/SC,1,0
4317202,Santa Rosa/RS,4,0
3204609,Santa Teresa/ES,4,0
2928505,Santa Teresinha/BA,2,0
4124053,Santa Terezinha de Itaipu/PR,1,0
3547304,Santana de Parnaíba/SP,65,1
2312007,Santana do Acaraú/CE,4,0
4124004,Santana do Itararé/PR,1,0
3158953,Santana do Paraíso/MG,3,0
1600600,Santana/AP,61,2
1506807,Santarém/PA,35,3
4317400,Santiago/RS,1,0
4215703,Santo Amaro da Imperatriz/SC,3,0
3547809,Santo André/SP,275,14
3547908,Santo Antônio da Alegria/SP,1,1
4317608,Santo Antônio da Patrulha/RS,2,0
3304706,Santo Antônio de Pádua/RJ,1,0
4124202,Santo Antônio do Caiuá/PR,1,0
5219753,Santo Antônio do Descoberto/GO,1,0
1303700,Santo Antônio do Içá/AM,11,0
3160405,Santo Antônio do Monte/MG,3,0
1507003,Santo Antônio do Tauá/PA,11,0
2411502,Santo Antônio/RN,5,0
4317905,Santo Cristo/RS,1,0
3160702,Santos Dumont/MG,3,0
3548500,Santos/SP,323,19
4319901,Sapiranga/RS,7,0
4320008,Sapucaia do Sul/RS,7,0
3305406,Sapucaia/RJ,3,2
2515302,Sapé/PB,8,1
3305505,Saquarema/RJ,5,0
4126256,Sarandi/PR,2,0
4320107,Sarandi/RS,1,0
3165537,Sarzedo/MG,1,0
2708907,Satuba/AL,1,0
4217402,Schroeder/SC,1,0
5007802,Selvíria/MS,1,0
3165578,Senador Amaral/MG,4,0
5220454,Senador Canedo/GO,3,0
1200450,Senador Guiomard/AC,2,0
2312700,Senador Pompeu/CE,5,0
2312809,Senador Sá/CE,1,0
4320404,Serafina Corrêa/RS,8,1
3305554,Seropédica/RJ,4,0
2515500,Serra Branca/PB,1,0
2930402,Serra Preta/BA,1,0
2613909,Serra Talhada/PE,6,0
2413300,Serra de São Bento/RN,1,0
1600055,Serra do Navio/AP,2,0
2930154,Serra do Ramalho/BA,1,0
3166808,Serra do Salitre/MG,1,0
3205002,Serra/ES,314,12
3551504,Serrana/SP,1,0
2930501,Serrinha/BA,4,0
4126405,Sertaneja/PR,1,0
2614105,Sertânia/PE,1,1
3551702,Sertãozinho/SP,9,1
3167202,Sete Lagoas/MG,6,0
4217600,Siderópolis/SC,7,0
5007901,Sidrolândia/MS,1,0
3305604,Silva Jardim/RJ,1,0
5220603,Silvânia/GO,1,0
2807105,Simão Dias/SE,4,1
2930709,Simões Filho/BA,5,0
5107909,Sinop/MT,13,0
2614204,Sirinhaém/PE,3,0
2312908,Sobral/CE,32,0
3167707,Sobrália/MG,1,0
4320800,Soledade/RS,1,0
4217709,Sombrio/SC,10,1
5007935,Sonora/MS,11,0
3205010,Sooretama/ES,2,0
3552205,Sorocaba/SP,56,12
2516201,Sousa/PB,2,0
3552403,Sumaré/SP,8,0
3305703,Sumidouro/RJ,1,0
2614501,Surubim/PE,2,0
3552502,Suzano/SP,83,7
2110401,São Benedito do Rio Preto/MA,1,0
4215802,São Bento do Sul/SC,1,0
2613008,São Bento do Una/PE,1,0
2513901,São Bento/PB,1,0
3548708,São Bernardo do Campo/SP,339,20
3160900,São Brás do Suaçuí/MG,2,0
1507102,São Caetano de Odivelas/PA,1,0
3548807,São Caetano do Sul/SP,112,4
2613107,São Caitano/PE,4,0
3548906,São Carlos/SP,9,2
2806701,São Cristóvão/SE,3,0
4318051,São Domingos do Sul/RS,3,0
2928950,São Domingos/BA,1,0
4216107,São Domingos/SC,5,0
3304805,São Fidélis/RJ,3,0
3304755,São Francisco de Itabapoana/RJ,2,1
2929206,São Francisco do Conde/BA,3,0
4216206,São Francisco do Sul/SC,2,0
3161106,São Francisco/MG,1,1
1303809,São Gabriel da Cachoeira/AM,0,0
3204708,São Gabriel da Palha/ES,2,0
4318309,São Gabriel/RS,1,0
3161601,São Geraldo da Piedade/MG,1,0
1507458,São Geraldo do Araguaia/PA,1,0
2312403,São Gonçalo do Amarante/CE,5,1
2412005,São Gonçalo do Amarante/RN,34,2
3304904,São Gonçalo/RJ,122,9
3162104,São Gotardo/MG,2,0
3549409,São Joaquim da Barra/SP,2,0
4318440,São Jorge/RS,2,0
2613404,São José da Coroa Grande/PE,1,1
3162955,São José da Lapa/MG,2,0
2412203,São José de Mipibu/RN,5,0
2111201,São José de Ribamar/MA,120,5
3204807,São José do Calçado/ES,2,0
2210052,São José do Divino/PI,3,1
2613602,São José do Egito/PE,1,0
2210201,São José do Piauí/PI,1,0
3549706,São José do Rio Pardo/SP,1,0
3549805,São José do Rio Preto/SP,73,8
3549904,São José dos Campos/SP,139,3
4125506,São José dos Pinhais/PR,18,0
5107107,São José dos Quatro Marcos/MT,4,0
4216602,São José/SC,46,1
3162906,São João Nepomuceno/MG,1,0
3305000,São João da Barra/RJ,1,0
3549102,São João da Boa Vista/SP,5,0
3305109,São João de Meriti/RJ,106,8
3162500,São João del Rei/MG,4,0
1507508,São João do Araguaia/PA,1,0
4124905,São João do Caiuá/PR,7,0
4125001,São João do Ivaí/PR,6,1
2312502,São João do Jaguaribe/CE,1,0
2500700,São João do Rio do Peixe/PB,1,0
2111102,São João dos Patos/MA,1,0
4318705,São Leopoldo/RS,23,1
2613701,São Lourenço da Mata/PE,87,18
3549953,São Lourenço da Serra/SP,1,0
4216909,São Lourenço do Oeste/SC,2,0
4318804,São Lourenço do Sul/RS,1,0
3163706,São Lourenço/MG,2,0
4217006,São Ludgero/SC,6,1
1400605,São Luiz/RR,1,0
5220108,São Luís de Montes Belos/GO,2,0
2312601,São Luís do Curu/CE,3,0
2111300,São Luís/MA,1417,61
4125555,São Manoel do Paraná/PR,1,0
3550100,São Manuel/SP,4,1
3204906,São Mateus/ES,12,1
3550209,São Miguel Arcanjo/SP,3,0
2412559,São Miguel do Gostoso/RN,1,0
1507607,São Miguel do Guamá/PA,10,1
2708709,São Miguel dos Milagres/AL,1,1
2412500,São Miguel/RN,1,0
1303908,São Paulo de Olivença/AM,15,0
3550308,São Paulo/SP,10691,778
3305208,São Pedro da Aldeia/RJ,12,2
4217253,São Pedro de Alcântara/SC,1,0
2412708,São Pedro/RN,1,0
3550407,São Pedro/SP,1,0
2412807,São Rafael/RN,1,1
2210607,São Raimundo Nonato/PI,7,0
3204955,São Roque do Canaã/ES,2,0
3550605,São Roque/SP,8,0
1507706,São Sebastião da Boa Vista/PA,5,0
4319505,São Sebastião do Caí/RS,2,0
3164704,São Sebastião do Paraíso/MG,2,1
3550704,São Sebastião/SP,14,2
3165107,São Tomás de Aquino/MG,2,1
2613800,São Vicente Ferrer/PE,1,0
3551009,São Vicente/SP,60,1
1304062,Tabatinga/AM,22,1
4320859,Tabaí/RS,4,0
2614600,Tabira/PE,1,1
3552809,Taboão da Serra/SP,132,8
2313104,Tabuleiro do Norte/CE,4,0
3553104,Taiaçu/SP,0,0
1507953,Tailândia/PA,1,0
2413904,Taipu/RN,1,1
4126702,Tamboara/PR,1,0
3553401,Tanabi/SP,3,0
5107958,Tangará da Serra/MT,5,0
4217907,Tangará/SC,2,1
3305752,Tanguá/RJ,9,6
2931202,Taperoá/BA,4,0
2516508,Taperoá/PB,1,1
4321204,Taquara/RS,1,0
4321303,Taquari/RS,5,0
3553708,Taquaritinga/SP,1,0
3553807,Taquarituba/SP,1,0
3553906,Tarabai/SP,2,0
3554003,Tatuí/SP,7,0
3554102,Taubaté/SP,8,0
2313302,Tauá/CE,5,0
1304203,Tefé/AM,6,1
2931350,Teixeira de Freitas/BA,9,0
4127106,Telêmaco Borba/PR,11,0
2414100,Tenente Ananias/RN,2,2
2211001,Teresina/PI,156,7
3305802,Teresópolis/RJ,24,1
1507961,Terra Alta/PA,1,0
4127205,Terra Boa/PR,2,0
4127304,Terra Rica/PR,1,0
3554409,Terra Roxa/SP,1,0
4321451,Teutônia/RS,1,0
3168606,Teófilo Otoni/MG,1,0
2313401,Tianguá/CE,4,1
2411056,Tibau/RN,2,0
4218004,Tijucas/SC,4,0
2615300,Timbaúba/PE,5,2
4218103,Timbé do Sul/SC,1,0
4218202,Timbó/SC,4,0
2112209,Timon/MA,9,0
3168705,Timóteo/MG,8,0
4321469,Tio Hugo/RS,2,1
1721208,Tocantinópolis/TO,1,0
3169109,Toledo/MG,4,0
4127700,Toledo/PR,1,0
2807501,Tomar do Geru/SE,1,0
1304237,Tonantins/AM,13,0
2615409,Toritama/PE,1,0
4321501,Torres/RS,9,0
2414407,Touros/RN,1,1
1508035,Tracuateua/PA,1,0
2615508,Tracunhaém/PE,2,0
2313500,Trairi/CE,2,0
3305901,Trajano de Moraes/RJ,0,0
4321600,Tramandaí/RS,1,0
4218400,Treze de Maio/SC,3,0
5221403,Trindade/GO,7,0
2615706,Triunfo/PE,2,0
4322004,Triunfo/RS,1,0
2112233,Trizidela do Vale/MA,2,0
5008305,Três Lagoas/MS,18,2
3169406,Três Pontas/MG,2,1
3306008,Três Rios/RJ,5,0
4218707,Tubarão/SC,33,2
1508084,Tucumã/PA,1,0
1508100,Tucuruí/PA,5,0
2112308,Tuntum/MA,1,0
2615805,Tupanatinga/PE,0,0
4322251,Tupandi/RS,1,0
2615904,Tuparetama/PE,1,0
3555000,Tupã/SP,2,0
4127957,Tupãssi/PR,1,0
2313559,Tururu/CE,1,0
3555406,Ubatuba/SP,3,0
2932309,Ubatã/BA,4,0
3170107,Uberaba/MG,26,3
3170206,Uberlândia/MG,72,5
3169901,Ubá/MG,4,0
4128104,Umuarama/PR,4,0
2932507,Una/BA,2,0
3170404,Unaí/MG,2,0
4128203,União da Vitória/PR,6,0
5108303,União do Sul/MT,1,0
2709301,União dos Palmares/AL,1,0
2211100,União/PI,2,0
2112605,Urbano Santos/MA,3,0
5221601,Uruaçu/GO,0,0
4322400,Uruguaiana/RS,3,0
2313906,Uruoca/CE,1,0
4219002,Urussanga/SC,3,1
2932705,Uruçuca/BA,13,2
